SEQ,,合計,ドラッグストア,デパート,ブランド専門のインターネット通信販売,大型スーパー,化粧品専門店,インターネット以外の通信販売,その他,ディスカウント系のインターネット通信販売,バラエティショップ,コンビニエンスストア,食品スーパー,ディスカウントショップ（ドンキホーテ等）,ホームセンター
1558,清潔感,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1559,ホワイトニング入り,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1560,デコボコ,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1561,カネボウ化粧品,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1562,伸びむら,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1563,敏感肌専用,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1564,それひとつ,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1565,シフォン,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1566,皮脂吸着機能,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1567,'RMK',1,0,1,0,0,0,0,0,0,0,0,0,0,0
1568,小量,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1569,長期間,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1570,ニキビ要望,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1571,敏感対応,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1572,カバー力美白力,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1573,カラー等,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1574,エッセンス,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1575,表現,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1576,ところしみ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1577,水両用タイプ,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1578,ｶﾊﾞｰ,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1579,UV機能,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1580,リフトゥール,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1581,蓋,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1582,点ドラッグストア,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1583,ブランド感,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1584,赤ちゃん肌,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1585,確実,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1586,いただきもの,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1587,素,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1588,肌のり,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1589,皮膚トラブル,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1590,ひと塗り,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1591,家,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1592,ツルツル,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1593,化粧直しパウダー代わり,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1594,季節関係,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1595,専用ケース,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1596,ワンランクアップ,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1597,とおり光,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1598,敏感肌用名ところ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1599,カバーリング,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1600,加藤愛,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1601,化粧品売り場,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1602,重点,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1603,上原多香子,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1604,ところこれ,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1605,出具合,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1606,同商品,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1607,双方共,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1608,基礎,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1609,素敵,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1610,光パウダー,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1611,瞬間,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1612,スマート,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1613,幸せ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1614,エイジレス,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1615,適切,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1616,接客態度,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1617,オルビスさん,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1618,自慢,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1619,薄づきサラ,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1620,さ伸び,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1621,ール,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1622,アドバイス,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1623,主,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1624,微粒,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1625,液体タイプ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1626,リキッドﾌｧﾝﾃﾞｰｼｮﾝ,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1627,びがいいいから,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1628,ノーマル,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1629,粉タイプ,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1630,落とし,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1631,３か月ごと,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1632,普遍,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1633,筆,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1634,コンシーラー,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1635,コエンザイム配合,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1636,UV防止効果,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1637,カウンター,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1638,合成色素,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1639,ガード,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1640,無香料自分,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1641,黄味,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1642,'ＦＤ',1,0,0,0,0,0,1,0,0,0,0,0,0,0
1643,材質,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1644,ツヤ加減,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1645,無理,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1646,効果大,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1647,付け心地値段,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1648,自然感じ,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1649,装着,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1650,具合伸び,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1651,美容部員さん,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1652,CMキャラクター綺麗,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1653,大変満足,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1654,状況,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1655,ニュースキン,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1656,店舗,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1657,キープ,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1658,ナチュラルカラー,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1659,日本人向け,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1660,酸化剤,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1661,お買い得価格,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1662,予定,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1663,菱,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1664,自分自身,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1665,５年以上,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1666,オーケー,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1667,タルク,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1668,分もち,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1669,さつい,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1670,舞台用,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1671,バツグン,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1672,調度,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1673,デュウ,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1674,紫外線吸収体,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1675,会員価格,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1676,密着性,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1677,ファンデーションノつき,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1678,質感透明感コンパクト,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1679,ケース付き,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1680,タつき,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1681,個人,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1682,疲れ,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1683,色デザイン,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1684,びがよくさっと付き,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1685,圧付き,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1686,びがよくてよれない,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1687,紺色,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1688,UV対応,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1689,'ノンパラベン・',1,0,0,1,0,0,0,0,0,0,0,0,0,0
1690,にきび用ファンデーション,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1691,物質,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1692,空気,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1693,ぁまぁかえるねだん,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1694,我が家,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1695,なじみ感,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1696,3ヶ月以上,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1697,20％引き,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1698,乳化剤,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1699,一回一回,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1700,体感,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1701,かた,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1702,二度洗い,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1703,技,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1704,低コスト,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1705,点色,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1706,30%OFF,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1707,感じワンプッシュ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1708,カウンセリング,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1709,分優れ,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1710,漢字,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1711,びのよい所,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1712,びのよいところ,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1713,定番,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1714,西友,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1715,'ＮＯＶ',1,0,1,0,0,0,0,0,0,0,0,0,0,0
1716,ところ時間,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1717,ＵＶカット入り,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1718,500円割引券,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1719,小分けパック,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1720,コンビニエンスストア,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1721,１日中崩れ,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1722,収納,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1723,ベタッ,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1724,上がり,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1725,時持ち運び,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1726,づれにくい,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1727,ぶきっちょ,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1728,セザンヌ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1729,香料等,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1730,超乾燥肌,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1731,安価天然素材,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1732,Tゾーン,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1733,消耗品,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1734,ノンケミカル,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1735,キツイ香り,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1736,位長持ち,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1737,高評価,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1738,顔料,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1739,'？)',1,0,0,1,0,0,0,0,0,0,0,0,0,0
1740,ナチュラル仕上げ,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1741,日焼け止め入り,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1742,手ごろもち,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1743,普通の,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1744,ハイドロキノン誘導体配合,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1745,パウダー形式,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1746,?（パール感,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1747,文句,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1748,オリーブバージンオイル使用,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1749,材料,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1750,ウォーターイン,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1751,１０５円(税込),1,0,0,0,0,0,0,0,0,1,0,0,0,0
1752,イメージのり,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1753,下,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1754,なじみ塗り,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1755,上記,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1756,'リブ・タイラー',1,0,1,0,0,0,0,0,0,0,0,0,0,0
1757,'･･･',1,1,0,0,0,0,0,0,0,0,0,0,0,0
1758,ぶん,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1759,無し両用,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1760,価格自分,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1761,大人ニキビ,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1762,スレンダー,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1763,オールシーズン使用可能,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1764,汗水,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1765,ホワイトニング機能,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1766,ＵＶ機能,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1767,買い替え,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1768,ぱー,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1769,水無し両用,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1770,ならい,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1771,かばん,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1772,リフトアップ効果,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1773,一年中,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1774,再利用,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1775,よけい,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1776,同類,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1777,先生,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1778,後透明感,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1779,美白対策,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1780,購入価格,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1781,リニューアル,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1782,デザインノリ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1783,年間通し,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1784,国内,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1785,無鉱油製品,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1786,一流メーカー,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1787,正直可,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1788,ブランド的,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1789,クレージュ,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1790,差,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1791,壁,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1792,ハリ感,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1793,同時使用,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1794,ベト,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1795,スグレモノ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1796,薄付き肌,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1797,高品質カバー力,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1798,ベビー,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1799,自然もち,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1800,キャンペーン等,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1801,話題性,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1802,４２０円,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1803,ダブル使い,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1804,肌呼吸,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1805,不自然さ,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1806,ぁ,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1807,周囲,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1808,好印象,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1809,後悔,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1810,首,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1811,はかさ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1812,2WAY,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1813,びがよくきれいに,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1814,パッケージング,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1815,2Way肌,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1816,効果的,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1817,あとコンパクト,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1818,シーズン毎,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1819,クスミ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1820,あと美容液,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1821,肌荒れ防止,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1822,２０年位,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1823,自然パウダー,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1824,カバー力がち,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1825,コストバリュー,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1826,､トラブル,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1827,オイルカットニキビ,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1828,裏,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1829,外装,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1830,パソコン,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1831,リキッド状,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1832,ジャー,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1833,水分量,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1834,浸透,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1835,(パラベン等),1,0,0,0,0,0,0,1,0,0,0,0,0,0
1836,２色,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1837,'テカリ・',1,0,0,0,0,1,0,0,0,0,0,0,0,0
1838,出方,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1839,ライン上,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1840,鮮やか,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1841,絶妙,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1842,カバー力コンパクトサイズ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1843,半年,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1844,ガサガサ,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1845,通年,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1846,リッチ,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1847,単独,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1848,薄づき好き,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1849,uv機能,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1850,スキンケア自体全部,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1851,びがいいしっとり感,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1852,塗り直し,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1853,劇的,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1854,カバーメイク,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1855,直し,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1856,モニター,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1857,意外,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1858,使い初め,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1859,若干,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1860,ディスプレイ,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1861,色ツヤ,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1862,びがよくとてもフィット感,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1863,クリームみたい,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1864,センス,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1865,とたん,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1866,ヴィヴィッドインパクトパウダー配合,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1867,ベースファンデーション,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1868,ぷるんとした肌,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1869,伸びやか,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1870,自身,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1871,関係,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1872,アルコール等使用,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1873,あと水,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1874,配色,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1875,パール効果,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1876,万能,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1877,代用,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1878,おトク,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1879,妹,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1880,化粧浮,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1881,無石油製品,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1882,毛,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1883,エキス,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1884,肌質感,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1885,メジャー,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1886,仕上がり使い方,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1887,外国産,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1888,色味質感,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1889,ズン毎,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1890,たび,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1891,日焼止め効果,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1892,ＳＰＦ数値,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1893,あまり色,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1894,こと石鹸,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1895,油系,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1896,アレルギー体質,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1897,松嶋菜々子さん,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1898,プロ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1899,ファンケル派,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1900,付け過ぎ,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1901,びがすごくいい,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1902,びがよくむらになりにくい,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1903,30分,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1904,低め,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1905,デザインＳＰＥ,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1906,UVケア機能,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1907,ミルキー,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1908,夏冬両用,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1909,100%オイルカット,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1910,形態,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1911,びがいいのと持ち,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1912,カバー効果,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1913,口,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1914,２０００,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1915,オイル成分,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1916,シルキー,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1917,一個4000円,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1918,ボトルデザイン,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1919,ニキビ防止効果,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1920,'ＢＨＴ',1,0,0,0,0,0,0,0,1,0,0,0,0,0
1921,肌診断後自分,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1922,発色毛穴,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1923,数,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1924,しっとり感成,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1925,美容成分配合,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1926,シルク配合,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1927,デザインなじみ具合,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1928,資生堂ブランド,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1929,舞台,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1930,端正,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1931,購入商品,1,0,0,0,0,0,1,0,0,0,0,0,0,0
